"id","name","img","asin","price","mrp","rating","ratingTotal","discount","seller","purl"
25,Slim Tropical Printed Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/12377258/2020/9/11/ce1b7bcb-a65a-4eb0-a317-42ac02718f1e1599798741705UrbanoFashionPrintedMenRoundNeckDarkGreenT-Shirt1.jpg",-,461,1099,4.1,11900,"58",Urbano Fashion,https://www.myntra.com/tshirts/urbano-fashion/urbano-fashion-men-teal-green-slim-fit-tropical-printed-pure-cotton-t-shirt/12377258/buy
26,Men Polo Collar Slim Fit T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/19446216/2022/9/28/8e26fdd4-6af7-48b6-a037-bec1ceb6c6251664359967155TshirtsUSPoloAssnMenTshirtsUSPoloAssnMenShirtsUSPoloAssnMenS1.jpg",-,1699,1699,4.5,295,"0",U.S. Polo Assn.,https://www.myntra.com/tshirts/us-polo-assn/u-s-polo-assn-men-solid-polo-collar-pure-cotton-slim-fit-t-shirt/19446216/buy
27,Colourblocked Pure Cotton,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/13622286/2021/2/18/f58cb66f-5e6e-48a5-8395-c695410628811613644559259-Roadster-Men-Green-Colourblocked-Round-Neck-T-shirt-18316136-1.jpg",-,349,699,4.3,1700,"50",Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-green--white-colourblocked-round-neck-pure-cotton-t-shirt/13622286/buy
28,Men Printed Football T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/18982090/2022/7/19/e618a91f-c4a3-48ea-9ea0-0d105025b5de1658232227623-Manchester-City-FC--Home-Jersey-Replica-2891658232227240-1.jpg",-,3849,5499,4.8,42,"30",Puma,https://www.myntra.com/tshirts/puma/puma-men-blue-printed-manchester-city-football-t-shirt/18982090/buy
29,Colourblocked Raw Edge T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/2215210/2018/1/22/11516616541193-Roadster-Men-Beige-Colourblocked-Round-Neck-T-shirt-8181516616541016-1.jpg",-,359,799,4,5300,"55",Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-beige-colourblocked-raw-edge-t-shirt/2215210/buy
30,Polo Collar Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/7546900/2019/1/24/c9be0d6e-30a4-4242-b4e0-1c166b73f2781548320874402-HERENOW-Men-Polo-Collar-T-shirt-4861548320873235-1.jpg",-,454,1299,4.1,9800,"65",HERE&NOW,https://www.myntra.com/tshirts/herenow/herenow-men-navy-polo-collar-cotton-pure-cotton-t-shirt/7546900/buy
31,Women Typography Printed Loose T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/18771364/2022/7/21/3dd4dcc8-3ae4-4f67-a00e-235810d3508e1658395210493-DILLINGER-Women-Tshirts-6481658395209874-1.jpg",-,524,1499,4.4,485,"65",DILLINGER,https://www.myntra.com/tshirts/dillinger/dillinger-women-red--white-typography-printed-pure-cotton-loose-oversized-t-shirt/18771364/buy
32,Curl Edge Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/3314141/2018/5/19/e55c2244-8515-44d5-93da-d719f3f8d4551526706357637-Roadster-Men-Tshirts-6461526706356615-1.jpg",-,199,399,4,1500,"50",Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-maroon-curl-edge-cotton-t-shirt/3314141/buy
33,Men Colourblocked Polo Collar T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22547618/2023/4/4/1efd237a-b32d-4aad-8953-00ee8afbdf101680608437126-Roadster-Men-Tshirts-6241680608436697-1.jpg",-,449,899,3.9,95,"50",Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-colourblocked-polo-collar-t-shirt/22547618/buy
34,Men Solid Pure Cotton T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/10984594/2020/4/6/7e7570b8-9ff1-448a-b8e1-f5fbadf232d51586163159057-Nautica-Men-Tshirts-2011586163156988-1.jpg",-,1299,2599,4,622,"50",Nautica,https://www.myntra.com/tshirts/nautica/nautica-men-burgundy-solid-polo-collar-pure-cotton-t-shirt/10984594/buy
35,Drop Shoulder Longline T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/1824339/2022/4/18/ff4c8434-9e4f-4d11-9f1e-448cebdb5c6b1650284989788RoadsterMenBlackDrop-ShoulderLonglineT-shirt1.jpg",-,319,799,4.1,9600,"60",Roadster,https://www.myntra.com/tshirts/roadster/roadster-men-black-drop-shoulder-longline-t-shirt/1824339/buy
36,Printed Round Neck T-Shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22462330/2023/3/22/27a1d087-dc81-46a0-9b86-505f6491b5931679431326265RoyalChallengersBangalore2023MensReplicaJersey1.jpg",-,1799,1999,4.5,67,"10",Puma,https://www.myntra.com/tshirts/puma/puma-royal-challengers-bangalore-typography-printed-round-neck-t-shirt/22462330/buy
37,Women White Wide T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/17186110/2022/2/17/232b7f76-6647-411a-a28e-2811bfbdb28a1645108715599WideT-shirt1.jpg",-,699,699,4.2,780,"0",H&M,https://www.myntra.com/tshirts/hm/hm-women-white-wide-t-shirt/17186110/buy
